date_only,satellite,distance_km,frp,latitude,longitude,source,date,max_distance,prev_max,time_diff,distance_diff,speed
2018-06-27,SNPP,11.204771891530813,826.11,-0.73998,-91.183861,1,2018-06-27,11.204771891530813,0.0,,11204.771891530812,0.0
2018-07-02,SNPP,13.759318134481024,634.44,-0.706344,-91.210915,1,2018-07-02,13.759318134481024,11.204771891530813,120.0,2554.5462429502113,21.287885357918427
2018-07-08,SNPP,14.193327866130575,684.19,-0.699566,-91.200302,1,2018-07-08,14.193327866130575,13.759318134481024,144.0,434.00973164955127,3.0139564697885506
2018-07-18,SNPP,14.343325431417384,480.88,-0.716041,-91.194031,1,2018-07-18,14.343325431417384,14.193327866130575,240.0,149.99756528680842,0.6249898553617018
2018-07-26,SNPP,14.350382318102271,276.61,-0.707357,-91.19445,1,2018-07-26,14.350382318102271,14.343325431417384,192.0,7.056886684887687,0.0367546181504567
2018-07-27,SNPP,15.125783392857649,123.3,-0.725335,-91.1884,1,2018-07-27,15.125783392857649,14.350382318102271,24.0,775.4010747553774,32.30837811480739
2018-07-28,SNPP,15.189429017110166,159.7,-0.706686,-91.19912,1,2018-07-28,15.189429017110166,15.125783392857649,24.0,63.64562425251741,2.651901010521559
2018-07-29,SNPP,15.451913262831429,60.68,-0.700234,-91.192818,1,2018-07-29,15.451913262831429,15.189429017110166,24.0,262.4842457212626,10.936843571719274
2018-07-31,SNPP,15.713647531562325,366.35,-0.726284,-91.200058,1,2018-07-31,15.713647531562325,15.451913262831429,48.0,261.7342687308959,5.452797265226998
